Date,Precipitation_mm,PET_mm,Q_mm
2002-01-05,0.00,2.13,0.48
2002-01-06,0.05,1.73,0.47
2002-01-07,1.06,1.94,0.59
2002-01-08,0.86,2.04,0.71
2002-01-09,0.00,2.15,0.63
2002-01-10,0.00,2.23,0.62
2002-01-11,0.00,2.21,0.63
2002-01-12,0.00,2.26,0.50
2002-01-13,0.00,2.27,0.50
2002-01-14,0.00,2.33,0.51
2002-01-15,0.00,2.39,0.46
2002-01-16,0.00,2.47,0.45
2002-01-17,0.00,2.47,0.47
2002-01-18,0.00,2.43,0.50
2002-01-19,0.00,2.44,0.39
2002-01-20,0.00,2.50,0.39
2002-01-21,0.00,2.43,0.39
2002-01-22,0.00,2.19,0.40
2002-01-23,0.03,2.00,0.42
2002-01-24,0.01,1.91,0.47
2002-01-25,0.35,2.49,0.42
2002-01-26,0.00,2.32,0.43
2002-01-27,0.00,2.44,0.58
2002-01-28,0.01,1.73,0.50
2002-01-29,0.71,1.08,0.64
2002-01-30,2.37,1.70,0.54
2002-01-31,0.00,2.38,0.47
2002-02-01,0.00,2.57,0.64
2002-02-02,0.00,2.47,0.60
2002-02-03,0.00,2.56,0.85
2002-02-04,0.00,2.57,0.53
2002-02-05,0.00,2.63,0.48
2002-02-06,0.00,2.76,0.41
2002-02-07,0.00,2.65,0.39
2002-02-08,0.00,1.61,0.41
2002-02-09,0.00,2.58,0.48
2002-02-10,0.00,2.74,0.49
2002-02-11,0.00,2.77,0.65
2002-02-12,0.00,1.92,0.67
2002-02-13,0.00,2.87,0.65
2002-02-14,0.00,2.86,0.48
2002-02-15,0.00,2.88,0.49
2002-02-16,0.00,2.83,0.48
2002-02-17,0.00,2.83,0.49
2002-02-18,0.00,2.91,0.51
2002-02-19,0.00,2.77,0.50
2002-02-20,0.03,2.77,0.51
2002-02-21,0.00,3.01,0.50
2002-02-22,0.00,3.05,0.53
2002-02-23,0.00,3.08,0.51
2002-02-24,0.05,2.81,0.51
2002-02-25,0.00,2.68,0.51
2002-02-26,0.00,2.84,0.50
2002-02-27,0.00,3.04,0.50
2002-02-28,0.00,3.08,0.49
2002-03-01,0.00,3.13,0.51
2002-03-02,0.00,3.01,0.48
2002-03-03,0.00,3.06,0.51
2002-03-04,0.00,3.22,0.61
2002-03-05,0.00,3.17,0.59
2002-03-06,0.00,3.05,0.49
2002-03-07,0.02,2.65,0.46
2002-03-08,0.67,2.89,0.49
2002-03-09,0.00,3.13,0.76
2002-03-10,0.00,3.16,0.60
2002-03-11,0.00,3.40,0.50
2002-03-12,0.00,3.38,0.67
2002-03-13,0.00,3.26,0.59
2002-03-14,0.00,3.21,0.67
2002-03-15,0.00,3.25,0.73
2002-03-16,0.00,3.23,0.74
2002-03-17,0.00,3.21,0.73
2002-03-18,0.00,3.35,0.66
2002-03-19,0.00,3.43,0.57
2002-03-20,0.00,3.44,0.72
2002-03-21,0.00,3.46,0.86
2002-03-22,0.00,3.31,0.61
2002-03-23,0.02,3.35,0.54
2002-03-24,0.00,3.58,0.73
2002-03-25,0.00,3.34,0.60
2002-03-26,0.00,3.30,0.49
2002-03-27,0.44,3.12,0.41
2002-03-28,0.24,3.19,0.52
2002-03-29,2.83,3.33,0.58
2002-03-30,1.08,3.56,0.72
2002-03-31,0.04,3.72,0.85
2002-04-01,0.27,3.47,0.83
2002-04-02,1.59,3.58,1.05
2002-04-03,12.12,3.61,1.12
2002-04-04,0.01,3.85,0.84
2002-04-05,0.00,3.76,0.77
2002-04-06,0.21,3.83,0.82
2002-04-07,0.00,3.47,0.51
2002-04-08,0.33,3.38,0.36
2002-04-09,1.07,3.70,0.34
2002-04-10,0.30,3.62,0.17
2002-04-11,0.63,3.44,0.18
2002-04-12,0.58,3.57,0.17
2002-04-13,0.66,3.60,0.16
2002-04-14,0.04,3.61,0.16
2002-04-15,0.00,3.50,0.16
2002-04-16,0.00,3.79,0.13
2002-04-17,0.00,3.75,0.14
2002-04-18,2.15,3.65,0.13
2002-04-19,0.27,3.78,0.14
2002-04-20,1.42,3.89,0.14
2002-04-21,1.83,3.58,0.14
2002-04-22,0.23,3.73,0.14
2002-04-23,0.71,3.91,0.12
2002-04-24,0.00,3.71,0.12
2002-04-25,0.03,3.49,0.10
2002-04-26,4.26,3.65,0.07
2002-04-27,2.70,3.95,0.07
2002-04-28,0.00,3.97,0.07
2002-04-29,2.85,4.05,0.07
2002-04-30,0.00,3.84,0.07
2002-05-01,0.00,3.93,0.07
2002-05-02,0.03,3.94,0.08
2002-05-03,0.03,4.12,0.07
2002-05-04,0.20,4.11,0.07
2002-05-05,0.43,3.96,0.08
2002-05-06,0.00,4.05,0.08
2002-05-07,2.86,4.16,0.07
2002-05-08,0.01,3.93,0.07
2002-05-09,0.04,4.01,0.08
2002-05-10,0.00,3.93,0.09
2002-05-11,0.10,3.96,0.14
2002-05-12,0.05,4.08,0.11
2002-05-13,0.00,3.75,0.11
2002-05-14,2.30,3.83,0.14
2002-05-15,2.71,4.01,0.08
2002-05-16,7.41,3.67,0.07
2002-05-17,5.37,3.87,0.07
2002-05-18,2.63,3.90,0.13
2002-05-19,0.03,4.14,0.13
2002-05-20,0.01,4.37,0.10
2002-05-21,0.00,4.29,0.06
2002-05-22,0.71,4.04,0.13
2002-05-23,0.00,3.50,0.13
2002-05-24,0.00,3.69,0.14
2002-05-25,4.12,4.15,0.16
2002-05-26,10.74,4.01,0.16
2002-05-27,8.94,4.08,0.18
2002-05-28,7.40,4.21,0.20
2002-05-29,5.45,3.78,0.18
2002-05-30,8.69,4.22,0.17
2002-05-31,0.02,3.55,0.23
2002-06-01,7.48,4.04,0.17
2002-06-02,3.92,4.06,0.21
2002-06-03,0.38,4.14,0.16
2002-06-04,0.00,4.17,0.17
2002-06-05,0.01,3.67,0.17
2002-06-06,7.69,3.50,0.20
2002-06-07,1.74,3.54,0.27
2002-06-08,0.54,4.13,0.23
2002-06-09,0.67,3.74,0.28
2002-06-10,2.88,2.54,0.18
2002-06-11,12.90,3.26,0.24
2002-06-12,4.51,2.85,0.19
2002-06-13,13.20,3.72,0.19
2002-06-14,1.50,3.79,0.20
2002-06-15,6.04,3.28,0.19
2002-06-16,0.00,4.10,0.20
2002-06-17,10.58,3.35,0.23
2002-06-18,0.03,4.11,0.22
2002-06-19,5.13,3.22,0.20
2002-06-20,1.02,2.03,0.14
2002-06-21,15.96,1.28,0.21
2002-06-22,5.70,2.46,0.40
2002-06-23,21.05,2.02,0.44
2002-06-24,15.31,1.76,0.64
2002-06-25,6.41,2.08,2.22
2002-06-26,1.01,2.82,1.42
2002-06-27,0.10,3.34,1.17
2002-06-28,0.45,3.74,0.74
2002-06-29,0.24,3.61,0.58
2002-06-30,0.01,3.41,0.40
2002-07-01,0.03,2.80,0.26
2002-07-02,0.54,2.19,0.19
2002-07-03,5.08,1.05,0.16
2002-07-04,3.96,2.94,0.16
2002-07-05,0.40,3.41,0.20
2002-07-06,2.47,3.07,0.24
2002-07-07,6.49,3.77,0.22
2002-07-08,1.11,3.51,0.22
2002-07-09,0.78,3.70,0.21
2002-07-10,0.69,2.99,0.17
2002-07-11,0.75,3.16,0.17
2002-07-12,0.37,3.68,0.18
2002-07-13,4.36,4.04,0.25
2002-07-14,0.81,3.65,0.30
2002-07-15,6.48,2.35,0.27
2002-07-16,15.07,2.29,0.28
2002-07-17,20.22,1.67,0.36
2002-07-18,11.68,2.18,0.52
2002-07-19,3.65,2.60,0.43
2002-07-20,3.17,2.61,0.93
2002-07-21,0.26,1.45,0.89
2002-07-22,1.94,1.55,0.56
2002-07-23,4.41,2.22,0.41
2002-07-24,1.07,3.38,0.26
2002-07-25,0.00,3.40,0.21
2002-07-26,0.77,3.40,0.21
2002-07-27,0.41,3.58,0.21
2002-07-28,9.74,3.55,0.15
2002-07-29,5.35,3.31,0.09
2002-07-30,2.61,2.88,0.09
2002-07-31,18.26,2.20,0.10
2002-08-01,15.07,2.72,0.23
2002-08-02,10.85,3.13,0.27
2002-08-03,4.75,2.51,1.95
2002-08-04,3.99,2.08,1.07
2002-08-05,4.13,1.87,0.68
2002-08-06,8.85,2.04,0.67
2002-08-07,6.92,2.62,0.84
2002-08-08,6.05,1.80,0.81
2002-08-09,7.21,1.32,0.68
2002-08-10,6.45,0.68,1.55
2002-08-11,2.39,2.35,1.07
2002-08-12,2.74,1.36,1.28
2002-08-13,10.30,0.91,0.95
2002-08-14,7.57,1.67,0.71
2002-08-15,6.54,1.74,0.85
2002-08-16,5.60,1.29,1.49
2002-08-17,5.84,1.87,1.17
2002-08-18,3.26,2.87,1.07
2002-08-19,0.70,2.65,0.76
2002-08-20,3.86,1.60,0.74
2002-08-21,16.46,1.28,0.70
2002-08-22,21.44,1.80,0.76
2002-08-23,60.11,0.94,2.85
2002-08-24,9.92,2.03,5.34
2002-08-25,0.86,3.60,12.38
2002-08-26,0.14,3.59,3.63
2002-08-27,3.31,3.32,2.08
2002-08-28,39.34,1.37,2.89
2002-08-29,22.55,1.53,8.56
2002-08-30,22.06,1.10,7.02
2002-08-31,6.70,2.02,11.02
2002-09-01,9.36,1.65,7.26
2002-09-02,5.58,2.79,6.84
2002-09-03,3.01,2.28,4.27
2002-09-04,4.86,2.47,2.99
2002-09-05,17.29,2.48,2.14
2002-09-06,4.39,1.83,1.62
2002-09-07,7.60,1.21,1.67
2002-09-08,9.83,0.87,1.71
2002-09-09,7.12,0.86,1.62
2002-09-10,9.98,1.10,3.63
2002-09-11,17.47,1.56,3.84
2002-09-12,11.68,2.72,3.84
2002-09-13,4.50,3.05,3.89
2002-09-14,1.54,3.28,3.42
2002-09-15,0.80,3.39,2.56
2002-09-16,1.58,3.75,1.92
2002-09-17,2.93,3.82,1.49
2002-09-18,0.16,3.69,1.11
2002-09-19,0.06,3.62,1.11
2002-09-20,0.10,2.90,0.83
2002-09-21,0.17,2.67,0.57
2002-09-22,0.28,2.70,0.51
2002-09-23,16.32,2.63,0.48
2002-09-24,0.68,3.49,0.85
2002-09-25,4.50,3.30,0.78
2002-09-26,1.28,2.80,0.78
2002-09-27,3.09,3.08,0.48
2002-09-28,0.73,3.03,0.48
2002-09-29,0.16,3.53,0.45
2002-09-30,0.00,3.52,0.42
2002-10-01,0.00,3.45,0.36
2002-10-02,0.42,3.64,0.29
2002-10-03,0.12,3.63,0.25
2002-10-04,0.00,3.58,0.20
2002-10-05,0.07,3.56,0.23
2002-10-06,0.00,3.27,0.21
2002-10-07,0.05,3.30,0.21
2002-10-08,0.13,3.41,0.20
2002-10-09,0.01,3.08,0.19
2002-10-10,0.17,3.01,0.18
2002-10-11,2.31,2.67,0.18
2002-10-12,2.22,2.73,0.17
2002-10-13,4.36,2.06,0.18
2002-10-14,0.91,2.29,0.19
2002-10-15,5.73,2.64,0.20
2002-10-16,2.29,3.00,0.19
2002-10-17,2.93,2.87,0.20
2002-10-18,6.82,2.19,0.22
2002-10-19,4.07,3.09,0.23
2002-10-20,0.17,3.22,0.32
2002-10-21,0.02,3.21,0.29
2002-10-22,0.00,3.10,0.26
2002-10-23,0.00,2.91,0.27
2002-10-24,0.04,2.24,0.24
2002-10-25,0.00,2.74,0.20
2002-10-26,0.00,2.49,0.19
2002-10-27,0.13,2.81,0.19
2002-10-28,0.00,2.90,0.18
2002-10-29,0.00,2.88,0.18
2002-10-30,0.00,2.88,0.18
2002-10-31,0.00,2.91,0.19
2002-11-01,0.00,1.26,0.24
2002-11-02,0.00,2.08,0.23
2002-11-03,0.00,2.79,0.23
2002-11-04,0.00,2.74,0.21
2002-11-05,0.00,2.71,0.20
2002-11-06,0.00,2.64,0.23
2002-11-07,0.00,2.63,0.22
2002-11-08,0.00,2.63,0.21
2002-11-09,0.00,1.53,0.20
2002-11-10,0.00,2.07,0.19
2002-11-11,0.05,1.88,0.17
2002-11-12,0.23,2.02,0.15
2002-11-13,0.00,2.39,0.15
2002-11-14,0.00,2.55,0.16
2002-11-15,0.00,2.48,0.18
2002-11-16,0.00,2.48,0.17
2002-11-17,0.00,2.47,0.16
2002-11-18,0.00,2.37,0.16
2002-11-19,0.00,2.37,0.16
2002-11-20,0.18,2.35,0.16
2002-11-21,0.00,2.37,0.17
2002-11-22,0.00,2.36,0.15
2002-11-23,0.00,2.32,0.15
2002-11-24,0.21,1.94,0.15
2002-11-25,0.00,2.33,0.15
2002-11-26,0.00,2.36,0.16
2002-11-27,0.00,2.28,0.17
2002-11-28,0.00,2.22,0.17
2002-11-29,0.00,2.18,0.18
2002-11-30,0.00,2.18,0.19
2002-12-01,0.00,2.24,0.18
2002-12-02,0.00,2.27,0.19
2002-12-03,0.00,2.23,0.24
2002-12-04,0.00,2.24,0.23
2002-12-05,0.00,2.21,0.18
2002-12-06,0.00,2.21,0.17
2002-12-07,0.00,2.19,0.13
2002-12-08,0.00,2.06,0.13
2002-12-09,0.00,2.25,0.13
2002-12-10,0.00,2.26,0.17
2002-12-11,0.00,2.21,0.18
2002-12-12,0.00,2.21,0.21
2002-12-13,0.00,2.15,0.18
2002-12-14,0.00,2.17,0.18
2002-12-15,0.00,2.16,0.17
2002-12-16,0.00,2.15,0.16
2002-12-17,0.00,2.15,0.16
2002-12-18,0.00,2.15,0.16
2002-12-19,0.00,2.19,0.16
2002-12-20,0.00,2.23,0.16
2002-12-21,0.00,2.21,0.18
2002-12-22,0.00,2.18,0.16
2002-12-23,0.00,2.15,0.14
2002-12-24,0.00,2.04,0.15
2002-12-25,0.00,1.84,0.14
2002-12-26,0.00,2.14,0.14
2002-12-27,0.00,2.15,0.14
2002-12-28,0.00,2.14,0.14
2002-12-29,0.00,2.13,0.14
2002-12-30,0.00,2.15,0.13
2002-12-31,0.00,2.11,0.13
2003-01-01,0.00,1.55,0.14
2003-01-02,0.00,1.85,0.14
2003-01-03,0.00,1.80,0.14
2003-01-04,0.00,2.08,0.14
2003-01-05,0.00,2.20,0.12
2003-01-06,0.00,2.15,0.11
2003-01-07,0.00,2.13,0.09
2003-01-08,0.00,2.21,0.08
2003-01-09,0.00,2.11,0.08
2003-01-10,0.00,2.18,0.07
2003-01-11,0.00,2.17,0.07
2003-01-12,0.00,2.12,0.07
2003-01-13,0.55,2.05,0.07
2003-01-14,0.36,2.18,0.07
2003-01-15,0.00,2.18,0.06
2003-01-16,0.00,2.13,0.07
2003-01-17,0.00,2.17,0.07
2003-01-18,0.00,2.23,0.07
2003-01-19,0.00,2.30,0.06
2003-01-20,0.00,2.36,0.07
2003-01-21,0.00,2.41,0.06
2003-01-22,0.00,2.40,0.06
2003-01-23,0.00,2.50,0.07
2003-01-24,0.00,2.46,0.07
2003-01-25,0.00,2.54,0.06
2003-01-26,0.00,2.38,0.06
2003-01-27,0.00,2.47,0.05
2003-01-28,0.00,2.55,0.03
2003-01-29,0.00,2.28,0.04
2003-01-30,0.00,2.39,0.04
2003-01-31,0.00,2.62,0.05
2003-02-01,0.07,2.48,0.06
2003-02-02,0.00,2.66,0.05
2003-02-03,0.00,2.65,0.05
2003-02-04,0.00,2.35,0.05
2003-02-05,0.06,2.44,0.04
2003-02-06,0.00,2.55,0.05
2003-02-07,0.00,2.67,0.05
2003-02-08,0.00,2.65,0.05
2003-02-09,15.38,2.48,0.05
2003-02-10,0.00,2.45,0.05
2003-02-11,0.00,2.31,0.05
2003-02-12,0.00,2.44,0.05
2003-02-13,0.00,2.47,0.04
2003-02-14,0.00,2.58,0.05
2003-02-15,0.12,2.47,0.05
2003-02-16,1.30,2.80,0.05
2003-02-17,0.04,2.77,0.05
2003-02-18,0.00,2.40,0.05
2003-02-19,1.33,2.70,0.05
2003-02-20,0.03,2.79,0.05
2003-02-21,1.28,3.01,0.05
2003-02-22,0.28,2.98,0.05
2003-02-23,0.00,2.96,0.05
2003-02-24,1.04,2.88,0.04
2003-02-25,0.29,2.98,0.04
2003-02-26,0.00,2.56,0.04
2003-02-27,0.64,2.79,0.04
2003-02-28,0.05,3.04,0.05
2003-03-01,0.00,2.63,0.05
2003-03-02,0.20,2.68,0.05
2003-03-03,0.00,2.67,0.05
2003-03-04,0.00,3.15,0.05
2003-03-05,0.00,2.98,0.05
2003-03-06,0.00,3.04,0.04
2003-03-07,0.00,3.10,0.05
2003-03-08,1.37,3.13,0.05
2003-03-09,0.00,3.18,0.05
2003-03-10,0.00,3.31,0.05
2003-03-11,0.06,2.54,0.05
2003-03-12,0.00,2.52,0.04
2003-03-13,0.00,3.12,0.05
2003-03-14,0.50,3.07,0.05
2003-03-15,0.20,3.44,0.06
2003-03-16,4.33,2.50,0.07
2003-03-17,2.66,2.43,0.08
2003-03-18,2.63,3.33,0.08
2003-03-19,0.00,3.19,0.15
2003-03-20,1.98,3.07,0.11
2003-03-21,0.00,3.37,0.11
2003-03-22,0.00,3.51,0.12
2003-03-23,0.00,3.60,0.10
2003-03-24,0.00,3.53,0.10
2003-03-25,0.09,3.43,0.09
2003-03-26,0.46,3.38,0.09
2003-03-27,1.68,3.39,0.09
2003-03-28,0.62,3.38,0.06
2003-03-29,0.09,3.25,0.06
2003-03-30,0.04,3.28,0.07
2003-03-31,0.00,3.57,0.08
2003-04-01,0.00,3.84,0.08
2003-04-02,0.00,3.71,0.08
2003-04-03,0.00,3.39,0.08
2003-04-04,2.60,3.33,0.08
2003-04-05,2.21,3.55,0.25
2003-04-06,1.30,3.46,0.24
2003-04-07,1.08,3.57,0.24
2003-04-08,0.00,3.70,0.16
2003-04-09,0.05,3.65,0.15
2003-04-10,0.10,3.36,0.12
2003-04-11,0.20,3.59,0.14
2003-04-12,0.04,3.77,0.15
2003-04-13,0.19,3.44,0.13
2003-04-14,0.13,3.76,0.11
2003-04-15,4.35,3.87,0.13
2003-04-16,0.00,3.75,0.15
2003-04-17,0.02,3.80,0.29
2003-04-18,0.42,3.66,0.28
2003-04-19,0.92,3.50,0.08
2003-04-20,0.77,3.94,0.26
2003-04-21,0.00,3.63,0.15
2003-04-22,0.33,3.87,0.09
2003-04-23,0.66,3.80,0.09
2003-04-24,0.00,3.73,0.09
2003-04-25,0.01,3.72,0.28
2003-04-26,0.00,3.57,0.15
2003-04-27,0.00,3.78,0.09
2003-04-28,0.00,3.80,0.34
2003-04-29,1.86,3.56,0.50
2003-04-30,0.21,3.65,0.32
2003-05-01,0.09,3.74,0.31
2003-05-02,0.14,4.02,0.29
2003-05-03,0.00,3.82,0.17
2003-05-04,0.00,3.94,0.17
2003-05-05,0.00,3.95,0.10
2003-05-06,0.00,4.08,0.15
2003-05-07,0.00,4.04,0.26
2003-05-08,0.00,3.94,0.22
2003-05-09,0.00,3.78,0.19
2003-05-10,0.02,3.76,0.35
2003-05-11,0.14,4.04,0.32
2003-05-12,0.00,3.78,0.33
2003-05-13,0.00,3.64,0.32
2003-05-14,0.00,2.92,0.28
2003-05-15,0.00,3.35,0.45
2003-05-16,0.00,3.66,0.60
2003-05-17,0.00,3.75,0.43
2003-05-18,0.27,3.92,0.45
2003-05-19,0.00,3.66,0.51
2003-05-20,0.57,3.93,0.51
2003-05-21,0.04,3.71,0.42
2003-05-22,0.20,3.95,0.33
2003-05-23,0.62,3.67,0.28
2003-05-24,0.29,4.02,0.28
2003-05-25,0.37,3.91,0.26
2003-05-26,10.77,3.79,0.25
2003-05-27,1.36,3.98,0.28
2003-05-28,0.00,3.36,0.27
2003-05-29,0.21,3.74,0.27
2003-05-30,0.00,3.78,0.30
2003-05-31,0.04,3.77,0.30
2003-06-01,0.00,3.49,0.27
2003-06-02,0.00,3.46,0.30
2003-06-03,0.00,3.56,0.29
2003-06-04,0.06,3.63,0.28
2003-06-05,0.08,3.80,0.28
2003-06-06,0.09,3.83,0.30
2003-06-07,0.00,3.93,0.30
2003-06-08,0.38,4.06,0.26
2003-06-09,0.62,3.99,0.24
2003-06-10,0.07,4.15,0.17
2003-06-11,0.15,4.02,0.24
2003-06-12,2.01,4.10,0.26
2003-06-13,0.48,3.25,0.32
2003-06-14,1.32,3.22,0.27
2003-06-15,5.57,2.89,0.25
2003-06-16,0.72,3.68,0.28
2003-06-17,8.66,4.01,0.28
2003-06-18,8.55,3.06,0.32
2003-06-19,10.72,2.22,0.32
2003-06-20,9.13,1.55,0.32
2003-06-21,10.23,3.02,0.37
2003-06-22,3.61,2.82,0.32
2003-06-23,0.30,2.67,0.32
2003-06-24,4.96,2.74,0.32
2003-06-25,9.35,1.34,0.32
2003-06-26,13.17,2.72,0.34
2003-06-27,2.28,2.47,0.51
2003-06-28,5.95,1.83,0.50
2003-06-29,6.27,1.88,0.37
2003-06-30,2.66,1.87,0.39
2003-07-01,3.55,1.68,0.53
2003-07-02,4.66,2.40,0.51
2003-07-03,6.61,1.99,0.42
2003-07-04,11.39,2.82,0.45
2003-07-05,10.56,2.84,0.59
2003-07-06,7.02,2.13,1.00
2003-07-07,4.54,2.76,0.67
2003-07-08,3.90,2.23,1.03
2003-07-09,3.68,2.22,0.71
2003-07-10,11.49,2.14,0.61
2003-07-11,13.75,1.67,0.87
2003-07-12,5.05,2.31,1.16
2003-07-13,4.12,2.49,2.18
2003-07-14,12.36,2.03,0.89
2003-07-15,22.17,1.61,1.39
2003-07-16,9.54,2.30,1.14
2003-07-17,13.82,1.45,1.94
2003-07-18,19.05,1.26,1.64
2003-07-19,15.13,2.03,1.99
2003-07-20,9.71,2.01,2.22
2003-07-21,14.52,1.84,3.00
2003-07-22,8.58,1.27,2.32
2003-07-23,8.11,1.35,3.39
2003-07-24,35.28,1.15,3.02
2003-07-25,22.20,0.78,2.90
2003-07-26,44.89,0.88,6.88
2003-07-27,29.46,1.53,9.35
2003-07-28,4.71,3.05,9.34
2003-07-29,5.61,2.63,4.60
2003-07-30,8.12,2.15,2.89
2003-07-31,27.89,1.76,3.85
2003-08-01,40.93,1.83,3.60
2003-08-02,26.53,0.93,8.60
2003-08-03,13.99,1.77,7.64
2003-08-04,32.76,1.59,9.26
2003-08-05,16.05,2.17,6.46
2003-08-06,15.53,2.39,8.84
2003-08-07,7.86,2.55,9.13
2003-08-08,12.90,2.31,6.53
2003-08-09,9.68,2.67,6.83
2003-08-10,7.26,1.71,6.61
2003-08-11,16.36,1.74,4.78
2003-08-12,11.82,2.04,5.76
2003-08-13,8.77,2.39,3.29
2003-08-14,18.13,2.04,4.62
2003-08-15,11.47,2.82,3.33
2003-08-16,0.09,3.63,3.43
2003-08-17,5.94,3.07,3.10
2003-08-18,25.63,2.49,2.23
2003-08-19,9.34,1.18,1.72
2003-08-20,15.76,1.62,1.71
2003-08-21,5.30,2.34,2.98
2003-08-22,11.17,2.12,2.68
2003-08-23,7.63,2.06,2.54
2003-08-24,2.77,3.14,2.60
2003-08-25,0.06,2.42,2.59
2003-08-26,27.76,2.40,1.93
2003-08-27,108.49,2.11,2.44
2003-08-28,67.43,0.98,40.91
2003-08-29,15.07,1.76,55.14
2003-08-30,1.64,3.11,21.38
2003-08-31,9.84,2.19,8.75
2003-09-01,34.99,1.47,5.12
2003-09-02,12.82,1.39,7.58
2003-09-03,3.53,2.48,8.96
2003-09-04,0.40,1.30,5.30
2003-09-05,41.66,1.90,3.98
2003-09-06,68.43,0.73,23.35
2003-09-07,12.55,1.93,24.34
2003-09-08,1.94,1.92,12.81
2003-09-09,1.60,2.11,6.41
2003-09-10,3.60,1.11,5.13
2003-09-11,7.61,3.01,4.27
2003-09-12,43.24,1.26,3.91
2003-09-13,30.17,0.81,3.67
2003-09-14,9.49,1.74,17.51
2003-09-15,10.61,3.26,8.54
2003-09-16,3.41,2.82,4.35
2003-09-17,15.25,2.90,4.29
2003-09-18,7.83,2.25,4.38
2003-09-19,5.60,2.66,4.79
2003-09-20,0.43,2.73,4.40
2003-09-21,6.36,3.11,3.93
2003-09-22,2.05,3.14,3.96
2003-09-23,5.48,2.94,3.43
2003-09-24,4.12,3.16,4.04
2003-09-25,3.89,2.18,4.12
2003-09-26,6.82,2.50,3.19
2003-09-27,11.55,2.74,3.15
2003-09-28,9.95,3.13,2.32
2003-09-29,2.47,2.32,3.18
2003-09-30,5.87,3.48,2.84
2003-10-01,3.66,3.17,3.13
2003-10-02,0.45,3.06,3.14
2003-10-03,2.31,2.95,3.54
2003-10-04,1.48,2.38,3.32
2003-10-05,11.79,1.67,2.64
2003-10-06,48.98,1.42,2.33
2003-10-07,46.66,1.35,2.56
2003-10-08,13.31,1.12,8.86
2003-10-09,3.70,2.34,12.87
2003-10-10,0.42,2.71,8.13
2003-10-11,0.34,3.38,6.18
2003-10-12,0.00,3.17,4.78
2003-10-13,0.00,3.21,4.04
2003-10-14,0.00,3.30,2.46
2003-10-15,0.00,3.22,2.25
2003-10-16,0.13,3.09,2.02
2003-10-17,1.70,2.15,1.98
2003-10-18,9.21,1.60,1.94
2003-10-19,5.08,2.26,1.95
2003-10-20,0.19,2.58,1.95
2003-10-21,0.78,2.83,1.99
2003-10-22,2.74,2.45,1.94
2003-10-23,6.74,1.98,1.98
2003-10-24,8.92,1.06,1.72
2003-10-25,12.45,1.57,1.71
2003-10-26,4.67,2.07,1.91
2003-10-27,0.00,2.65,2.11
2003-10-28,2.11,1.87,2.07
2003-10-29,2.10,2.41,1.91
2003-10-30,0.00,2.82,2.02
2003-10-31,0.00,2.78,1.99
2003-11-01,0.00,2.40,1.97
2003-11-02,0.20,2.42,1.78
2003-11-03,0.72,2.58,1.60
2003-11-04,0.00,2.81,1.57
2003-11-05,0.00,2.78,1.46
2003-11-06,0.00,2.74,1.32
2003-11-07,0.54,2.72,1.32
2003-11-08,0.00,2.75,1.22
2003-11-09,0.00,2.58,1.16
2003-11-10,0.00,2.64,1.11
2003-11-11,0.00,2.58,1.08
2003-11-12,0.00,2.54,1.10
2003-11-13,0.00,2.57,1.07
2003-11-14,0.00,2.58,1.03
2003-11-15,0.00,2.53,0.88
2003-11-16,0.00,2.48,0.88
2003-11-17,0.00,2.50,0.88
2003-11-18,0.00,2.53,0.81
2003-11-19,0.00,2.56,0.85
2003-11-20,0.00,2.57,0.86
2003-11-21,0.00,2.37,0.97
2003-11-22,0.00,2.47,1.00
2003-11-23,0.00,2.42,0.94
2003-11-24,0.00,2.39,0.90
2003-11-25,0.00,2.33,0.92
2003-11-26,0.00,2.37,0.86
2003-11-27,0.00,2.34,0.81
2003-11-28,0.00,2.33,0.90
2003-11-29,0.00,2.33,0.94
2003-11-30,0.00,2.25,0.94
2003-12-01,0.00,2.31,0.80
2003-12-02,0.00,2.24,0.79
2003-12-03,0.00,2.19,0.79
2003-12-04,0.00,2.18,0.85
2003-12-05,0.00,2.21,0.87
2003-12-06,0.00,2.23,0.93
2003-12-07,0.00,2.21,0.91
2003-12-08,0.00,2.16,0.89
2003-12-09,0.00,2.20,0.85
2003-12-10,0.00,2.21,0.83
2003-12-11,0.00,2.23,0.82
2003-12-12,0.00,2.17,0.80
2003-12-13,0.00,2.12,0.79
2003-12-14,0.00,2.07,0.78
2003-12-15,0.25,0.88,0.78
2003-12-16,7.47,1.63,0.75
2003-12-17,21.07,1.58,0.81
2003-12-18,0.00,1.90,1.02
2003-12-19,0.00,2.03,1.34
2003-12-20,0.00,2.16,1.22
2003-12-21,0.00,2.16,0.90
2003-12-22,0.00,2.15,0.86
2003-12-23,0.00,2.16,0.81
2003-12-24,0.00,2.20,0.86
2003-12-25,0.00,2.12,0.86
2003-12-26,0.00,1.19,0.86
2003-12-27,0.13,1.71,0.90
2003-12-28,0.33,0.89,0.90
2003-12-29,1.38,2.06,0.89
2003-12-30,0.00,2.10,0.87
2003-12-31,0.00,2.14,0.87
2004-01-01,0.00,2.20,0.94
2004-01-02,0.00,2.15,0.97
2004-01-03,0.00,2.20,0.84
2004-01-04,0.00,2.20,0.86
2004-01-05,0.00,2.18,0.97
2004-01-06,0.00,2.18,0.94
2004-01-07,0.00,2.24,0.91
2004-01-08,0.00,2.23,0.77
2004-01-09,0.00,2.20,0.76
