Date,Precipitation_mm,PET_mm,Q_mm
2009-07-05,1.71,2.23,0.47
2009-07-06,12.38,1.62,0.46
2009-07-07,9.14,2.29,0.74
2009-07-08,5.56,1.67,0.73
2009-07-09,19.08,1.51,0.54
2009-07-10,5.24,1.47,0.38
2009-07-11,0.41,1.77,0.32
2009-07-12,5.90,1.90,0.46
2009-07-13,53.50,1.37,1.93
2009-07-14,101.68,1.63,16.19
2009-07-15,86.51,0.85,40.63
2009-07-16,5.20,2.10,29.56
2009-07-17,0.19,2.20,12.60
2009-07-18,24.26,1.10,4.97
2009-07-19,67.92,1.51,29.46
2009-07-20,59.90,1.32,50.37
2009-07-21,30.73,0.98,38.35
2009-07-22,13.78,2.79,15.10
2009-07-23,0.06,3.48,8.43
2009-07-24,0.08,3.60,5.33
2009-07-25,0.00,3.19,4.24
2009-07-26,0.51,2.34,1.71
2009-07-27,50.57,1.08,1.66
2009-07-28,73.20,1.21,3.69
2009-07-29,1.96,3.34,13.89
2009-07-30,4.46,3.29,5.64
2009-07-31,2.67,3.43,4.17
2009-08-01,1.42,3.25,3.22
2009-08-02,0.00,2.62,2.13
2009-08-03,9.73,2.71,1.74
2009-08-04,4.14,2.93,1.50
2009-08-05,3.38,3.14,1.46
2009-08-06,0.05,3.19,1.52
2009-08-07,0.17,3.53,1.46
2009-08-08,0.05,2.87,1.11
2009-08-09,2.70,2.40,0.99
2009-08-10,23.42,1.30,1.23
2009-08-11,7.52,1.06,3.27
2009-08-12,2.36,2.69,3.98
2009-08-13,0.01,2.09,2.79
2009-08-14,14.08,2.06,1.83
2009-08-15,25.18,1.52,2.90
2009-08-16,5.53,2.89,3.42
2009-08-17,0.03,3.54,2.42
2009-08-18,2.48,3.72,2.02
2009-08-19,7.79,2.59,1.62
2009-08-20,28.51,1.10,2.11
2009-08-21,2.35,1.94,4.02
2009-08-22,6.66,1.90,3.84
2009-08-23,1.66,2.63,3.42
2009-08-24,4.35,2.09,3.34
2009-08-25,25.70,1.49,3.73
2009-08-26,48.27,1.48,4.13
2009-08-27,44.92,1.55,15.37
2009-08-28,18.86,2.09,14.39
2009-08-29,6.11,3.06,10.77
2009-08-30,8.49,3.02,5.55
2009-08-31,4.30,2.16,4.80
2009-09-01,2.79,3.05,4.38
2009-09-02,0.38,3.19,2.63
2009-09-03,1.07,3.28,2.53
2009-09-04,7.95,2.60,1.87
2009-09-05,43.24,2.35,2.02
2009-09-06,12.50,1.82,5.55
2009-09-07,0.24,3.02,5.27
2009-09-08,0.03,2.11,3.66
2009-09-09,0.35,3.60,1.99
2009-09-10,0.01,3.76,1.72
2009-09-11,0.00,3.70,1.49
2009-09-12,4.05,3.69,1.33
2009-09-13,1.75,3.80,1.12
2009-09-14,0.32,3.85,1.09
2009-09-15,0.00,3.67,1.00
2009-09-16,0.06,3.82,1.01
2009-09-17,0.18,3.55,1.16
2009-09-18,0.21,3.12,0.92
2009-09-19,0.88,2.67,0.91
2009-09-20,0.33,3.20,1.00
2009-09-21,0.57,3.12,1.02
2009-09-22,0.85,3.26,1.24
2009-09-23,0.63,3.53,1.12
2009-09-24,5.11,3.40,1.14
2009-09-25,8.27,3.40,1.13
2009-09-26,5.70,2.89,1.02
2009-09-27,2.31,3.11,1.28
2009-09-28,9.23,1.85,1.16
2009-09-29,10.96,1.98,1.04
2009-09-30,15.27,1.57,1.04
2009-10-01,6.46,1.57,1.20
2009-10-02,25.39,2.26,1.45
2009-10-03,16.06,2.33,2.12
2009-10-04,7.95,2.53,2.13
2009-10-05,10.24,1.99,1.96
2009-10-06,3.54,1.77,2.14
2009-10-07,1.96,2.28,3.73
2009-10-08,5.09,2.95,2.13
2009-10-09,0.00,3.20,1.91
2009-10-10,0.00,3.17,1.51
2009-10-11,0.00,3.00,1.19
2009-10-12,0.00,3.10,0.98
2009-10-13,0.00,3.01,0.91
2009-10-14,0.00,3.13,0.88
2009-10-15,0.00,3.19,0.81
2009-10-16,0.00,3.24,0.79
2009-10-17,0.00,3.26,0.73
2009-10-18,0.00,3.26,0.73
2009-10-19,0.00,3.10,0.74
2009-10-20,0.14,3.10,0.72
2009-10-21,0.00,2.98,0.70
2009-10-22,0.00,3.08,0.65
2009-10-23,0.00,3.01,0.66
2009-10-24,0.00,2.99,0.70
2009-10-25,0.00,2.98,0.64
2009-10-26,0.00,2.96,0.67
2009-10-27,0.00,2.96,0.63
2009-10-28,0.00,2.93,0.55
2009-10-29,0.00,2.98,0.55
2009-10-30,0.00,2.81,0.56
2009-10-31,0.00,2.88,0.58
2009-11-01,0.00,2.58,0.64
2009-11-02,0.00,2.78,0.51
2009-11-03,0.00,2.78,0.48
2009-11-04,0.00,2.62,0.49
2009-11-05,0.21,2.54,0.53
2009-11-06,0.50,2.36,0.59
2009-11-07,0.03,2.30,0.58
2009-11-08,0.01,2.56,0.63
2009-11-09,0.00,2.65,0.65
2009-11-10,0.00,2.58,0.61
2009-11-11,0.00,2.72,0.57
2009-11-12,1.24,1.78,0.57
2009-11-13,2.37,2.39,0.54
2009-11-14,0.00,2.78,0.54
2009-11-15,0.01,2.62,0.51
2009-11-16,0.02,2.65,0.49
2009-11-17,1.08,2.28,0.47
2009-11-18,8.02,1.57,0.54
2009-11-19,6.16,1.45,0.71
2009-11-20,0.01,1.88,0.75
2009-11-21,0.00,2.12,0.74
2009-11-22,0.00,2.31,0.64
2009-11-23,0.00,2.32,0.63
2009-11-24,0.00,2.27,0.58
2009-11-25,0.00,2.21,0.54
2009-11-26,0.00,2.27,0.52
2009-11-27,0.00,2.25,0.46
2009-11-28,0.00,2.22,0.45
2009-11-29,0.00,2.22,0.45
2009-11-30,0.00,2.21,0.45
2009-12-01,0.00,2.25,0.43
2009-12-02,0.00,2.16,0.43
2009-12-03,0.00,2.25,0.41
2009-12-04,0.00,2.16,0.45
2009-12-05,0.00,2.09,0.43
2009-12-06,0.00,2.23,0.41
2009-12-07,0.00,2.25,0.35
2009-12-08,0.00,2.27,0.32
2009-12-09,0.00,2.26,0.28
2009-12-10,0.00,2.27,0.27
2009-12-11,0.00,2.28,0.30
2009-12-12,0.00,2.26,0.37
2009-12-13,0.00,2.23,0.38
2009-12-14,0.00,2.24,0.35
2009-12-15,0.00,2.24,0.29
2009-12-16,0.00,2.23,0.28
2009-12-17,0.00,2.21,0.27
2009-12-18,0.00,2.14,0.27
2009-12-19,0.00,2.21,0.29
2009-12-20,0.00,2.05,0.29
2009-12-21,0.00,2.18,0.27
2009-12-22,0.00,2.13,0.20
2009-12-23,0.00,2.08,0.21
2009-12-24,0.00,2.09,0.21
2009-12-25,0.00,2.09,0.18
2009-12-26,0.00,2.10,0.19
2009-12-27,0.00,2.13,0.20
2009-12-28,0.00,2.15,0.20
2009-12-29,0.00,2.21,0.17
2009-12-30,0.00,1.02,0.16
2009-12-31,0.00,1.81,0.15
2010-01-01,0.00,2.08,0.16
2010-01-02,0.00,2.05,0.16
2010-01-03,0.00,2.06,0.17
2010-01-04,0.00,2.19,0.17
2010-01-05,0.00,2.20,0.19
2010-01-06,0.00,2.11,0.18
2010-01-07,0.00,2.15,0.16
2010-01-08,0.00,2.30,0.19
2010-01-09,0.00,2.16,0.18
2010-01-10,0.00,1.53,0.16
2010-01-11,0.09,2.32,0.15
2010-01-12,0.00,2.38,0.13
2010-01-13,0.01,1.81,0.14
2010-01-14,14.58,1.61,0.28
2010-01-15,0.08,2.05,0.37
2010-01-16,0.00,2.31,0.40
2010-01-17,0.00,2.34,0.21
2010-01-18,0.00,2.23,0.22
2010-01-19,0.00,2.33,0.22
2010-01-20,0.00,2.33,0.21
2010-01-21,0.00,2.34,0.20
2010-01-22,0.00,2.36,0.20
2010-01-23,0.00,2.37,0.20
2010-01-24,0.00,2.40,0.20
2010-01-25,0.00,2.42,0.19
2010-01-26,0.00,2.47,0.26
2010-01-27,0.00,2.46,0.15
2010-01-28,0.00,2.40,0.14
2010-01-29,0.00,2.47,0.14
2010-01-30,0.00,2.46,0.13
2010-01-31,0.00,2.49,0.13
2010-02-01,0.00,2.51,0.11
2010-02-02,0.00,2.58,0.11
2010-02-03,0.00,2.46,0.12
2010-02-04,0.00,2.19,0.14
2010-02-05,0.00,2.48,0.10
2010-02-06,0.00,2.61,0.09
2010-02-07,0.00,2.65,0.13
2010-02-08,0.00,2.69,0.11
2010-02-09,0.00,2.66,0.13
2010-02-10,0.00,2.64,0.11
2010-02-11,0.00,2.76,0.12
2010-02-12,0.00,2.76,0.13
2010-02-13,0.00,2.90,0.12
2010-02-14,0.00,2.90,0.13
2010-02-15,0.00,2.79,0.12
2010-02-16,0.00,2.13,0.13
2010-02-17,0.00,2.74,0.16
2010-02-18,0.00,2.75,0.16
2010-02-19,0.05,2.85,0.17
2010-02-20,0.02,2.92,0.20
2010-02-21,0.00,2.87,0.21
2010-02-22,0.00,3.04,0.20
2010-02-23,0.00,3.05,0.28
2010-02-24,0.09,2.75,0.28
2010-02-25,0.60,3.06,0.27
2010-02-26,0.00,3.04,0.21
2010-02-27,0.00,3.13,0.21
2010-02-28,0.00,3.10,0.19
2010-03-01,0.00,3.13,0.17
2010-03-02,0.00,3.18,0.13
2010-03-03,0.00,3.21,0.13
2010-03-04,0.00,3.22,0.13
2010-03-05,0.00,2.97,0.12
2010-03-06,0.00,3.31,0.13
2010-03-07,0.00,3.02,0.21
2010-03-08,0.00,3.41,0.15
2010-03-09,0.00,3.33,0.14
2010-03-10,0.00,3.29,0.13
2010-03-11,0.00,3.19,0.14
2010-03-12,2.53,3.30,0.19
2010-03-13,0.27,3.30,0.19
2010-03-14,0.00,3.30,0.21
2010-03-15,0.00,3.27,0.20
2010-03-16,0.00,3.18,0.20
2010-03-17,0.03,3.02,0.21
2010-03-18,0.00,3.30,0.28
2010-03-19,0.00,3.32,0.27
2010-03-20,0.00,3.56,0.21
2010-03-21,0.00,3.58,0.21
2010-03-22,0.00,3.61,0.19
2010-03-23,0.00,3.65,0.20
2010-03-24,0.00,3.34,0.17
2010-03-25,0.00,3.12,0.15
2010-03-26,0.00,3.00,0.20
2010-03-27,0.02,3.42,0.16
2010-03-28,0.00,3.57,0.21
2010-03-29,0.00,3.36,0.18
2010-03-30,0.01,3.48,0.16
2010-03-31,0.00,3.39,0.16
2010-04-01,0.02,3.92,0.26
2010-04-02,0.00,3.89,0.21
2010-04-03,0.00,3.88,0.16
2010-04-04,0.00,3.89,0.15
2010-04-05,0.00,3.81,0.16
2010-04-06,0.00,3.81,0.28
2010-04-07,0.00,3.81,0.31
2010-04-08,0.00,3.60,0.19
2010-04-09,0.00,3.53,0.28
2010-04-10,0.00,3.77,0.31
2010-04-11,0.00,3.73,0.26
2010-04-12,0.00,3.66,0.21
2010-04-13,0.00,3.67,0.27
2010-04-14,0.00,3.69,0.25
2010-04-15,0.00,3.69,0.20
2010-04-16,0.03,3.81,0.21
2010-04-17,0.00,3.80,0.26
2010-04-18,0.00,3.84,0.28
2010-04-19,0.00,3.84,0.20
2010-04-20,2.38,3.98,0.17
2010-04-21,0.00,3.77,0.21
2010-04-22,0.00,3.72,0.25
2010-04-23,0.00,3.68,0.36
2010-04-24,0.19,3.94,0.31
2010-04-25,0.00,3.81,0.26
2010-04-26,0.32,3.79,0.31
2010-04-27,0.32,3.95,0.31
2010-04-28,0.00,3.81,0.28
2010-04-29,1.17,3.83,0.28
2010-04-30,0.00,3.83,0.26
2010-05-01,8.40,3.93,0.57
2010-05-02,0.07,3.64,0.64
2010-05-03,0.00,3.63,0.57
2010-05-04,3.89,3.81,0.67
2010-05-05,0.26,4.08,0.53
2010-05-06,4.70,4.07,0.37
2010-05-07,0.11,4.24,0.34
2010-05-08,0.51,4.34,0.20
2010-05-09,0.00,4.14,0.26
2010-05-10,0.00,4.31,0.29
2010-05-11,0.00,4.30,0.29
2010-05-12,0.00,3.98,0.27
2010-05-13,0.04,4.08,0.27
2010-05-14,0.36,3.97,0.36
2010-05-15,3.39,4.27,0.33
2010-05-16,0.00,4.23,0.34
2010-05-17,1.07,3.89,0.35
2010-05-18,0.00,4.13,0.37
2010-05-19,0.01,3.17,0.37
2010-05-20,0.07,3.14,0.62
2010-05-21,7.35,1.44,0.57
2010-05-22,15.12,1.54,0.52
2010-05-23,23.74,2.99,0.56
2010-05-24,0.57,4.52,0.38
2010-05-25,0.85,4.55,0.53
2010-05-26,0.08,4.51,0.37
2010-05-27,0.05,4.53,0.34
2010-05-28,3.68,4.51,0.33
2010-05-29,6.20,4.47,0.33
2010-05-30,0.02,4.17,0.60
2010-05-31,0.00,4.18,0.41
2010-06-01,0.00,4.13,0.55
2010-06-02,0.00,4.04,0.69
2010-06-03,0.00,4.06,0.82
2010-06-04,0.02,3.75,0.96
2010-06-05,3.63,4.04,0.87
2010-06-06,0.00,4.16,0.90
2010-06-07,0.05,4.13,0.93
2010-06-08,0.01,3.58,0.87
2010-06-09,2.77,4.07,0.94
2010-06-10,4.75,3.93,0.53
2010-06-11,0.08,3.88,0.50
2010-06-12,2.18,3.59,0.50
2010-06-13,4.08,2.97,0.47
2010-06-14,4.98,2.29,0.54
2010-06-15,0.01,3.41,0.49
2010-06-16,0.38,3.52,0.43
2010-06-17,1.37,3.57,0.58
2010-06-18,2.16,2.39,0.51
2010-06-19,0.49,1.38,0.58
2010-06-20,25.07,1.97,0.60
2010-06-21,4.40,3.40,0.77
2010-06-22,0.00,4.30,0.54
2010-06-23,0.02,3.64,0.37
2010-06-24,10.83,1.74,0.46
2010-06-25,12.90,1.53,0.35
2010-06-26,20.58,2.12,0.29
2010-06-27,5.84,3.27,0.54
2010-06-28,3.26,3.30,0.45
2010-06-29,6.96,3.50,0.46
2010-06-30,8.35,2.35,0.35
2010-07-01,6.79,1.60,0.63
2010-07-02,12.18,1.70,0.40
2010-07-03,18.34,2.71,0.28
2010-07-04,5.61,2.46,0.55
2010-07-05,2.38,2.20,0.66
2010-07-06,20.50,1.88,0.46
2010-07-07,6.79,1.94,0.66
2010-07-08,15.44,2.35,0.65
2010-07-09,4.69,2.81,0.55
2010-07-10,1.10,2.54,0.52
2010-07-11,22.48,2.26,0.64
2010-07-12,32.56,0.76,4.99
2010-07-13,8.02,2.06,3.39
2010-07-14,10.40,1.85,1.80
2010-07-15,3.44,1.87,1.29
2010-07-16,4.12,3.00,1.14
2010-07-17,6.37,3.30,1.11
2010-07-18,1.55,3.44,1.14
2010-07-19,2.15,3.34,0.86
2010-07-20,6.53,3.00,0.67
2010-07-21,1.86,3.26,0.61
2010-07-22,3.80,2.48,0.61
2010-07-23,4.37,2.13,0.67
2010-07-24,30.00,1.03,0.78
2010-07-25,76.07,0.80,3.82
2010-07-26,25.50,1.64,13.71
2010-07-27,4.92,2.49,11.22
2010-07-28,7.17,1.47,4.81
2010-07-29,10.33,2.44,3.35
2010-07-30,7.71,2.69,3.72
2010-07-31,5.54,2.30,4.07
2010-08-01,4.25,2.20,1.79
2010-08-02,7.30,1.42,1.21
2010-08-03,8.95,1.57,1.13
2010-08-04,14.32,1.78,1.59
2010-08-05,59.64,2.14,3.43
2010-08-06,67.21,1.35,32.47
2010-08-07,1.59,2.58,46.73
2010-08-08,0.46,3.23,10.12
2010-08-09,0.05,3.40,4.35
2010-08-10,0.37,3.28,3.88
2010-08-11,2.20,2.82,3.25
2010-08-12,9.28,2.73,1.21
2010-08-13,2.32,3.41,1.22
2010-08-14,3.73,2.29,1.17
2010-08-15,11.83,2.36,1.21
2010-08-16,5.83,3.56,1.13
2010-08-17,3.19,3.14,1.51
2010-08-18,5.48,2.89,1.29
2010-08-19,6.98,2.68,1.30
2010-08-20,4.95,2.27,1.45
2010-08-21,8.80,3.47,1.31
2010-08-22,1.36,3.54,1.40
2010-08-23,4.74,3.07,1.38
2010-08-24,2.66,3.12,1.39
2010-08-25,12.97,3.30,1.23
2010-08-26,7.99,2.98,1.15
2010-08-27,2.84,2.18,1.47
2010-08-28,1.26,2.61,1.11
2010-08-29,5.62,2.07,0.85
2010-08-30,14.27,2.20,1.03
2010-08-31,11.67,1.66,1.49
2010-09-01,2.54,1.86,1.72
2010-09-02,4.74,1.89,1.56
2010-09-03,23.21,2.41,1.42
2010-09-04,9.13,2.93,5.22
2010-09-05,13.68,2.07,3.76
2010-09-06,14.94,1.54,3.36
2010-09-07,25.39,1.40,4.20
2010-09-08,29.94,2.60,9.55
2010-09-09,3.25,2.99,13.27
2010-09-10,3.99,3.05,5.79
2010-09-11,4.03,3.01,3.77
2010-09-12,1.78,2.67,3.59
2010-09-13,12.36,2.05,3.06
2010-09-14,16.72,2.04,2.97
2010-09-15,17.17,2.40,3.86
2010-09-16,14.16,1.96,3.99
2010-09-17,18.13,2.17,3.71
2010-09-18,37.39,1.39,10.06
2010-09-19,28.98,2.78,29.89
2010-09-20,5.94,3.24,13.86
2010-09-21,0.63,3.07,8.96
2010-09-22,1.32,3.45,5.32
2010-09-23,0.31,3.40,4.07
2010-09-24,0.13,3.48,1.78
2010-09-25,0.01,3.50,1.57
2010-09-26,0.00,3.29,1.22
2010-09-27,0.00,3.38,1.07
2010-09-28,0.25,3.52,0.97
2010-09-29,1.44,3.36,0.90
2010-09-30,0.00,3.58,0.79
2010-10-01,0.14,3.28,0.75
2010-10-02,0.09,3.11,0.68
2010-10-03,0.84,3.50,0.66
2010-10-04,0.00,3.31,0.66
2010-10-05,0.00,3.35,0.64
2010-10-06,5.23,2.03,0.62
2010-10-07,2.20,1.43,0.57
2010-10-08,10.62,2.27,0.61
2010-10-09,0.08,2.84,0.72
2010-10-10,1.70,3.32,0.75
2010-10-11,1.97,2.84,0.69
2010-10-12,0.00,3.37,0.77
2010-10-13,0.00,3.39,0.77
2010-10-14,0.00,2.12,0.72
2010-10-15,12.47,1.62,0.67
2010-10-16,51.40,1.17,0.70
2010-10-17,4.32,1.96,8.54
2010-10-18,6.03,2.72,5.24
2010-10-19,0.54,3.09,3.32
2010-10-20,2.28,3.22,1.67
2010-10-21,0.08,3.05,1.43
2010-10-22,6.28,2.63,1.16
2010-10-23,17.85,2.33,1.05
2010-10-24,10.31,2.29,1.11
2010-10-25,0.45,1.81,1.48
2010-10-26,0.00,2.10,1.24
2010-10-27,0.00,3.03,0.93
2010-10-28,0.07,2.99,0.97
2010-10-29,0.00,2.79,0.94
2010-10-30,0.00,1.75,0.80
2010-10-31,1.81,0.91,0.77
2010-11-01,2.28,1.01,0.73
2010-11-02,1.73,0.53,0.90
2010-11-03,0.01,1.74,0.88
2010-11-04,0.85,2.64,0.91
2010-11-05,0.02,2.58,1.05
2010-11-06,0.00,2.68,1.17
2010-11-07,0.00,2.35,1.03
2010-11-08,4.22,1.55,0.90
2010-11-09,15.72,2.07,0.96
2010-11-10,0.01,2.33,1.09
2010-11-11,0.00,2.38,1.11
2010-11-12,1.08,2.06,0.99
2010-11-13,3.69,2.19,0.93
2010-11-14,0.10,2.60,0.96
2010-11-15,0.00,2.65,0.99
2010-11-16,0.00,2.61,0.96
2010-11-17,0.00,2.58,0.97
2010-11-18,0.00,2.62,1.00
2010-11-19,0.00,2.65,1.01
2010-11-20,0.00,2.48,0.93
2010-11-21,0.20,2.33,0.87
2010-11-22,0.26,2.45,0.76
2010-11-23,0.00,2.23,0.66
2010-11-24,0.00,2.38,0.64
2010-11-25,0.00,2.48,0.69
2010-11-26,0.00,2.45,0.77
2010-11-27,0.00,2.42,0.70
2010-11-28,0.00,2.32,0.71
2010-11-29,0.00,2.32,0.73
2010-11-30,0.00,2.28,0.87
2010-12-01,0.11,2.11,0.75
2010-12-02,0.00,2.27,0.93
2010-12-03,0.00,2.06,0.82
2010-12-04,0.00,2.28,0.73
2010-12-05,0.00,0.71,0.68
2010-12-06,2.40,0.52,0.68
2010-12-07,12.14,1.61,0.69
2010-12-08,12.72,0.88,0.65
2010-12-09,4.04,1.06,0.69
2010-12-10,5.14,0.91,0.85
2010-12-11,0.51,1.95,0.87
2010-12-12,0.00,2.00,1.15
2010-12-13,0.19,1.90,1.07
2010-12-14,1.47,2.08,0.94
2010-12-15,0.00,2.11,0.73
2010-12-16,0.00,2.06,0.64
2010-12-17,0.00,2.04,0.58
2010-12-18,0.00,2.06,0.63
2010-12-19,0.00,2.08,0.58
2010-12-20,0.00,2.06,0.66
2010-12-21,0.00,2.04,0.65
2010-12-22,0.00,2.06,0.63
2010-12-23,0.00,2.12,0.63
2010-12-24,0.00,2.16,0.58
2010-12-25,0.00,2.19,0.62
2010-12-26,0.00,2.18,0.62
2010-12-27,0.00,2.18,0.58
2010-12-28,0.00,2.17,0.55
2010-12-29,0.00,2.13,0.55
2010-12-30,0.00,2.20,0.59
2010-12-31,0.00,2.28,0.55
2011-01-01,0.00,2.20,0.55
2011-01-02,0.00,2.16,0.34
2011-01-03,0.00,1.99,0.47
2011-01-04,0.00,1.95,0.33
2011-01-05,0.00,1.92,0.28
2011-01-06,0.00,2.06,0.26
2011-01-07,0.00,2.11,0.28
2011-01-08,0.00,2.19,0.52
2011-01-09,0.00,2.23,0.55
2011-01-10,0.00,2.17,0.34
2011-01-11,0.00,2.13,0.33
2011-01-12,0.00,2.20,0.33
2011-01-13,0.00,2.28,0.30
2011-01-14,0.00,2.30,0.32
2011-01-15,0.00,2.38,0.29
2011-01-16,0.00,2.39,0.30
2011-01-17,0.33,2.22,0.29
2011-01-18,0.06,2.29,0.27
2011-01-19,0.04,2.38,0.25
2011-01-20,0.00,2.38,0.22
2011-01-21,0.00,2.36,0.21
2011-01-22,1.54,2.39,0.20
2011-01-23,0.00,2.45,0.26
2011-01-24,0.00,2.48,0.18
2011-01-25,0.00,2.53,0.18
2011-01-26,0.00,2.59,0.19
2011-01-27,0.00,2.60,0.23
2011-01-28,0.07,2.55,0.23
2011-01-29,0.00,2.48,0.26
2011-01-30,0.00,2.49,0.26
2011-01-31,0.00,2.52,0.25
2011-02-01,0.00,2.60,0.25
2011-02-02,0.00,2.59,0.26
2011-02-03,0.00,2.59,0.27
2011-02-04,0.00,2.61,0.32
2011-02-05,0.00,2.66,0.33
2011-02-06,0.00,2.68,0.34
2011-02-07,0.00,2.71,0.44
2011-02-08,0.00,2.72,0.39
2011-02-09,0.00,2.73,0.29
2011-02-10,0.00,2.76,0.23
2011-02-11,0.00,2.79,0.21
2011-02-12,0.00,2.82,0.17
2011-02-13,0.00,2.83,0.17
2011-02-14,0.00,2.94,0.15
2011-02-15,0.00,2.86,0.29
2011-02-16,0.00,2.86,0.26
2011-02-17,0.00,2.58,0.22
2011-02-18,0.00,2.58,0.17
2011-02-19,2.85,2.01,0.15
2011-02-20,0.56,2.11,0.17
2011-02-21,8.51,1.69,0.18
2011-02-22,0.18,2.79,0.19
2011-02-23,0.00,2.95,0.23
2011-02-24,1.05,3.05,0.54
2011-02-25,0.00,3.04,0.54
2011-02-26,0.35,2.65,0.42
2011-02-27,0.00,2.86,0.26
2011-02-28,0.00,3.14,0.30
2011-03-01,0.00,3.16,0.33
2011-03-02,0.00,3.22,0.26
2011-03-03,0.00,3.26,0.21
2011-03-04,0.00,3.37,0.17
2011-03-05,0.00,3.07,0.12
2011-03-06,0.00,3.26,0.13
2011-03-07,0.00,3.45,0.11
2011-03-08,0.00,3.38,0.11
2011-03-09,0.00,3.39,0.10
2011-03-10,0.00,3.26,0.12
2011-03-11,0.00,3.27,0.11
2011-03-12,0.00,3.36,0.13
2011-03-13,0.00,3.39,0.11
2011-03-14,0.00,3.42,0.12
2011-03-15,0.00,3.32,0.13
2011-03-16,0.00,3.40,0.11
2011-03-17,0.00,3.46,0.14
2011-03-18,0.00,3.57,0.13
2011-03-19,0.00,3.62,0.13
2011-03-20,0.00,3.63,0.11
2011-03-21,0.00,3.62,0.11
2011-03-22,0.00,3.61,0.11
2011-03-23,0.00,3.48,0.10
2011-03-24,0.07,3.25,0.12
2011-03-25,0.00,2.90,0.11
2011-03-26,0.00,3.21,0.14
2011-03-27,0.00,3.62,0.17
2011-03-28,0.00,3.56,0.29
2011-03-29,0.00,3.62,0.27
2011-03-30,0.00,3.67,0.21
2011-03-31,0.00,3.69,0.16
2011-04-01,0.00,3.70,0.17
2011-04-02,0.00,3.71,0.16
2011-04-03,0.00,3.56,0.15
2011-04-04,0.00,3.18,0.14
2011-04-05,1.79,3.21,0.14
2011-04-06,7.16,3.47,0.13
2011-04-07,0.14,3.73,0.15
2011-04-08,0.20,3.40,0.18
2011-04-09,0.66,3.44,0.26
2011-04-10,1.56,3.81,0.43
2011-04-11,0.00,3.72,0.49
2011-04-12,0.00,3.64,0.52
2011-04-13,0.42,3.33,0.44
2011-04-14,0.49,3.59,0.43
2011-04-15,0.00,3.68,0.40
2011-04-16,0.00,3.60,0.18
2011-04-17,1.07,3.68,0.38
2011-04-18,0.39,3.74,0.25
2011-04-19,0.20,3.72,0.24
2011-04-20,2.01,3.67,0.32
2011-04-21,0.42,3.68,0.32
2011-04-22,1.41,3.10,0.42
2011-04-23,0.04,3.70,0.32
2011-04-24,0.00,3.97,0.26
2011-04-25,0.23,4.02,0.32
2011-04-26,4.25,3.92,0.29
2011-04-27,5.38,3.82,0.24
2011-04-28,9.43,3.74,0.24
2011-04-29,0.08,3.98,0.27
2011-04-30,0.04,3.98,0.37
2011-05-01,0.02,4.04,0.43
2011-05-02,0.43,4.13,0.47
2011-05-03,0.04,4.13,0.30
2011-05-04,0.00,4.18,0.22
2011-05-05,0.00,4.06,0.20
2011-05-06,0.45,3.96,0.15
2011-05-07,1.45,3.79,0.13
2011-05-08,0.38,3.73,0.51
2011-05-09,0.26,3.73,0.24
2011-05-10,0.01,4.08,0.22
2011-05-11,0.05,4.00,0.20
2011-05-12,0.00,3.99,0.16
2011-05-13,0.00,3.87,0.32
2011-05-14,0.10,3.90,0.33
2011-05-15,0.03,3.89,0.34
2011-05-16,0.03,4.01,0.32
2011-05-17,1.07,3.94,0.27
2011-05-18,0.00,4.20,0.28
2011-05-19,0.26,4.35,0.27
2011-05-20,19.87,4.16,0.34
2011-05-21,0.42,4.27,0.35
2011-05-22,0.00,4.09,0.35
2011-05-23,0.25,4.29,0.52
2011-05-24,0.00,4.04,0.42
2011-05-25,1.03,4.03,0.34
2011-05-26,0.16,4.29,0.28
2011-05-27,10.72,4.18,0.50
2011-05-28,0.49,4.07,0.46
2011-05-29,0.20,4.11,0.49
2011-05-30,0.20,4.00,0.28
2011-05-31,0.14,4.26,0.32
2011-06-01,0.25,4.20,0.34
2011-06-02,0.12,4.31,0.23
2011-06-03,2.21,3.99,0.33
2011-06-04,1.44,4.16,0.39
2011-06-05,1.01,3.91,0.37
2011-06-06,9.05,3.98,0.46
2011-06-07,3.69,3.38,0.83
2011-06-08,2.11,3.39,0.67
2011-06-09,0.01,4.41,0.86
2011-06-10,1.13,4.33,0.74
2011-06-11,4.31,3.89,0.63
2011-06-12,1.12,4.16,0.39
2011-06-13,8.54,3.51,0.38
2011-06-14,18.75,3.05,0.78
2011-06-15,5.42,2.28,0.84
2011-06-16,14.34,1.28,0.91
2011-06-17,16.28,1.77,0.82
2011-06-18,13.24,1.53,0.79
2011-06-19,11.05,1.94,0.74
2011-06-20,3.55,1.49,0.69
2011-06-21,3.50,2.82,0.84
2011-06-22,11.50,2.44,0.77
2011-06-23,4.01,3.83,0.86
2011-06-24,0.84,3.96,0.93
2011-06-25,4.83,2.05,0.82
2011-06-26,2.19,1.60,0.78
2011-06-27,8.76,1.04,0.81
2011-06-28,0.25,2.70,0.68
2011-06-29,2.72,3.42,0.46
2011-06-30,5.42,3.68,0.57
2011-07-01,1.00,2.94,0.60
2011-07-02,0.45,2.99,0.38
2011-07-03,9.25,2.41,0.52
2011-07-04,8.28,1.67,0.26
2011-07-05,26.81,1.77,0.72
2011-07-06,9.14,2.84,1.03
2011-07-07,6.77,2.25,1.08
2011-07-08,1.70,2.79,0.76
2011-07-09,0.57,3.33,0.74
